Station Name,Time Period,Avg Daily Entries_x,Date,Avg. Daily Rides,City,State,Line,Time Category,Quarter,Metro Lines,Weekday/Weekend,Service Hours,Average fare_x,Avg Daily Tapped Entries_y,Avg Daily NonTap Entries_y,Avg Daily Entries_y,Average fare_y,Total Expected Revenue_y,Actual Revenue_y,Revenue loss_y,Paying Riders_y,Non Paying Riders_y
Rosslyn,Midday,2.0K,45458,2000, ARLINGTON, VA,"blue, orange, silver",Midday,2nd Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,1976,68,2044,2.4,4905.6,4742.4,163.2,0.966731898,0.033268102
Rosslyn,AM Peak,0.4K,45458,400, ARLINGTON, VA,"blue, orange, silver",AM Peak Hours,2nd Qtr,Blue Line ,Weekend,Open-9:30am,2.4,430,18,448,2.4,1075.2,1032,43.2,0.959821429,0.040178571
Rosslyn,Late Night,0.0K,45357,0, ARLINGTON, VA,"blue, orange, silver",Late Night,1st Qtr,Blue Line ,Weekday,12am-Close,2.4,9,2,11,2.4,26.4,21.6,4.8,0.82,0.18
Rosslyn,Evening,0.8K,45357,800, ARLINGTON, VA,"blue, orange, silver",Evening,1st Qtr,Blue Line ,Weekday,7pm-12am,2.4,714,68,782,2.4,1876.8,1713.6,163.2,0.91,0.09
Rosslyn,PM Peak,3.4K,45357,3400, ARLINGTON, VA,"blue, orange, silver",PM Peak Hours,1st Qtr,Blue Line ,Weekday,3pm-7pm,2.4,3280,106,3386,2.4,8126.4,7872,254.4,0.97,0.03
Rosslyn,Midday,1.7K,45357,1700, ARLINGTON, VA,"blue, orange, silver",Midday,1st Qtr,Blue Line ,Weekday,9:30am-3pm,2.4,1587,97,1684,2.4,4041.6,3808.8,232.8,0.94,0.06
Rosslyn,AM Peak,2.3K,45357,2300, ARLINGTON, VA,"blue, orange, silver",AM Peak Hours,1st Qtr,Blue Line ,Weekday,Open-9:30am,2.4,2214,37,2251,2.4,5402.4,5313.6,88.8,0.98,0.02
Rosslyn,Late Night,0.0K,45374,0, ARLINGTON, VA,"blue, orange, silver",Late Night,1st Qtr,Blue Line ,Weekend,12am-Close,2.4,45,2,47,2.4,112.8,108,4.8,0.957446809,0.042553191
Rosslyn,Evening,0.9K,45374,900, ARLINGTON, VA,"blue, orange, silver",Evening,1st Qtr,Blue Line ,Weekend,7pm-12am,2.4,895,37,932,2.4,2236.8,2148,88.8,0.960300429,0.039699571
Rosslyn,PM Peak,1.4K,45374,1400, ARLINGTON, VA,"blue, orange, silver",PM Peak Hours,1st Qtr,Blue Line ,Weekend,3pm-7pm,2.4,1366,49,1415,2.4,3396,3278.4,117.6,0.965371025,0.034628975
Rosslyn,Midday,1.7K,45374,1700, ARLINGTON, VA,"blue, orange, silver",Midday,1st Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,1668,47,1715,2.4,4116,4003.2,112.8,0.972594752,0.027405248
Rosslyn,AM Peak,0.6K,45374,600, ARLINGTON, VA,"blue, orange, silver",AM Peak Hours,1st Qtr,Blue Line ,Weekend,Open-9:30am,2.4,556,21,577,2.4,1384.8,1334.4,50.4,0.963604853,0.036395147
Rosslyn,Late Night,0.0K,45539,0, ARLINGTON, VA,"blue, orange, silver",Late Night,3rd Qtr,Blue Line ,Weekday,12am-Close,2.4,23,0,23,2.4,55.2,55.2,0,1,0
Rosslyn,Evening,0.9K,45539,900, ARLINGTON, VA,"blue, orange, silver",Evening,3rd Qtr,Blue Line ,Weekday,7pm-12am,2.4,933,13,946,2.4,2270.4,2239.2,31.2,0.986257928,0.013742072
Rosslyn,PM Peak,3.7K,45539,3700, ARLINGTON, VA,"blue, orange, silver",PM Peak Hours,3rd Qtr,Blue Line ,Weekday,3pm-7pm,2.4,3633,23,3656,2.4,8774.4,8719.2,55.2,0.993708972,0.006291028
Rosslyn,Midday,1.8K,45539,1800, ARLINGTON, VA,"blue, orange, silver",Midday,3rd Qtr,Blue Line ,Weekday,9:30am-3pm,2.4,1771,16,1787,2.4,4288.8,4250.4,38.4,0.991046447,0.008953553
Rosslyn,AM Peak,2.1K,45539,2100, ARLINGTON, VA,"blue, orange, silver",AM Peak Hours,3rd Qtr,Blue Line ,Weekday,Open-9:30am,2.4,2134,7,2141,2.4,5138.4,5121.6,16.8,0.9967305,0.0032695
Rosslyn,Late Night,0.0K,45556,0, ARLINGTON, VA,"blue, orange, silver",Late Night,3rd Qtr,Blue Line ,Weekend,12am-Close,2.4,44,0,44,2.4,105.6,105.6,0,1,0
Rosslyn,Evening,0.9K,45556,900, ARLINGTON, VA,"blue, orange, silver",Evening,3rd Qtr,Blue Line ,Weekend,7pm-12am,2.4,854,21,875,2.4,2100,2049.6,50.4,0.976,0.024
Rosslyn,PM Peak,1.6K,45556,1600, ARLINGTON, VA,"blue, orange, silver",PM Peak Hours,3rd Qtr,Blue Line ,Weekend,3pm-7pm,2.4,1534,30,1564,2.4,3753.6,3681.6,72,0.980818414,0.019181586
Rosslyn,Midday,2.1K,45556,2100, ARLINGTON, VA,"blue, orange, silver",Midday,3rd Qtr,Blue Line ,Weekend,9:30am-3pm,2.4,2087,44,2131,2.4,5114.4,5008.8,105.6,0.979352417,0.020647583
Rosslyn,AM Peak,0.4K,45556,400, ARLINGTON, VA,"blue, orange, silver",AM Peak Hours,3rd Qtr,Blue Line ,Weekend,Open-9:30am,2.4,399,19,418,2.4,1003.2,957.6,45.6,0.954545455,0.045454545
Shady Grove,Late Night,0.0K,45630,0, DERWOOD, MD,red,Late Night,4th Qtr,Red Line ,Weekday,12am-Close,2.4,0,0,0,2.4,0,0,0,#DIV/0!,#DIV/0!
Shady Grove,Evening,0.2K,45630,200, DERWOOD, MD,red,Evening,4th Qtr,Red Line ,Weekday,7pm-12am,2.4,183,9,192,2.4,460.8,439.2,21.6,0.953125,0.046875
Shady Grove,PM Peak,0.9K,45630,900, DERWOOD, MD,red,PM Peak Hours,4th Qtr,Red Line ,Weekday,3pm-7pm,2.4,867,27,894,2.4,2145.6,2080.8,64.8,0.969798658,0.030201342
Shady Grove,Midday,1.3K,45630,1300, DERWOOD, MD,red,Midday,4th Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1231,42,1273,2.4,3055.2,2954.4,100.8,0.96700707,0.03299293
Shady Grove,AM Peak,4.5K,45630,4500, DERWOOD, MD,red,AM Peak Hours,4th Qtr,Red Line ,Weekday,Open-9:30am,2.4,4389,81,4470,2.4,10728,10533.6,194.4,0.981879195,0.018120805
Shady Grove,Late Night,0.0K,45647,0, DERWOOD, MD,red,Late Night,4th Qtr,Red Line ,Weekend,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
Shady Grove,Evening,0.3K,45647,300, DERWOOD, MD,red,Evening,4th Qtr,Red Line ,Weekend,7pm-12am,2.4,248,9,257,2.4,616.8,595.2,21.6,0.964980545,0.035019455
Shady Grove,PM Peak,0.8K,45647,800, DERWOOD, MD,red,PM Peak Hours,4th Qtr,Red Line ,Weekend,3pm-7pm,2.4,750,35,785,2.4,1884,1800,84,0.955414013,0.044585987
Shady Grove,Midday,1.5K,45647,1500, DERWOOD, MD,red,Midday,4th Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1420,56,1476,2.4,3542.4,3408,134.4,0.962059621,0.037940379
Shady Grove,AM Peak,0.5K,45647,500, DERWOOD, MD,red,AM Peak Hours,4th Qtr,Red Line ,Weekend,Open-9:30am,2.4,441,14,455,2.4,1092,1058.4,33.6,0.969230769,0.030769231
Shady Grove,Late Night,0.0K,45448,0, DERWOOD, MD,red,Late Night,2nd Qtr,Red Line ,Weekday,12am-Close,2.4,9,1,10,2.4,24,21.6,2.4,0.9,0.1
Shady Grove,Evening,0.2K,45448,200, DERWOOD, MD,red,Evening,2nd Qtr,Red Line ,Weekday,7pm-12am,2.4,166,33,199,2.4,477.6,398.4,79.2,0.834170854,0.165829146
Shady Grove,PM Peak,0.9K,45448,900, DERWOOD, MD,red,PM Peak Hours,2nd Qtr,Red Line ,Weekday,3pm-7pm,2.4,878,65,943,2.4,2263.2,2107.2,156,0.93107105,0.06892895
Shady Grove,Midday,1.4K,45448,1400, DERWOOD, MD,red,Midday,2nd Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1384,52,1436,2.4,3446.4,3321.6,124.8,0.963788301,0.036211699
Shady Grove,AM Peak,4.8K,45448,4800, DERWOOD, MD,red,AM Peak Hours,2nd Qtr,Red Line ,Weekday,Open-9:30am,2.4,4678,83,4761,2.4,11426.4,11227.2,199.2,0.982566688,0.017433312
Shady Grove,Late Night,0.0K,45458,0, DERWOOD, MD,red,Late Night,2nd Qtr,Red Line ,Weekend,12am-Close,2.4,18,6,24,2.4,57.6,43.2,14.4,0.75,0.25
Shady Grove,Evening,0.4K,45458,400, DERWOOD, MD,red,Evening,2nd Qtr,Red Line ,Weekend,7pm-12am,2.4,318,32,350,2.4,840,763.2,76.8,0.908571429,0.091428571
Shady Grove,PM Peak,1.0K,45458,1000, DERWOOD, MD,red,PM Peak Hours,2nd Qtr,Red Line ,Weekend,3pm-7pm,2.4,921,53,974,2.4,2337.6,2210.4,127.2,0.945585216,0.054414784
Shady Grove,Midday,2.0K,45458,2000, DERWOOD, MD,red,Midday,2nd Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1959,77,2036,2.4,4886.4,4701.6,184.8,0.962180747,0.037819253
Shady Grove,AM Peak,0.7K,45458,700, DERWOOD, MD,red,AM Peak Hours,2nd Qtr,Red Line ,Weekend,Open-9:30am,2.4,628,31,659,2.4,1581.6,1507.2,74.4,0.952959029,0.047040971
Shady Grove,Late Night,0.0K,45357,0, DERWOOD, MD,red,Late Night,1st Qtr,Red Line ,Weekday,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Shady Grove,Evening,0.2K,45357,200, DERWOOD, MD,red,Evening,1st Qtr,Red Line ,Weekday,7pm-12am,2.4,146,37,183,2.4,439.2,350.4,88.8,0.8,0.2
Shady Grove,PM Peak,0.9K,45357,900, DERWOOD, MD,red,PM Peak Hours,1st Qtr,Red Line ,Weekday,3pm-7pm,2.4,827,93,920,2.4,2208,1984.8,223.2,0.9,0.1
Shady Grove,Midday,1.1K,45357,1100, DERWOOD, MD,red,Midday,1st Qtr,Red Line ,Weekday,9:30am-3pm,2.4,967,105,1072,2.4,2572.8,2320.8,252,0.9,0.1
Shady Grove,AM Peak,4.1K,45357,4100, DERWOOD, MD,red,AM Peak Hours,1st Qtr,Red Line ,Weekday,Open-9:30am,2.4,4036,97,4133,2.4,9919.2,9686.4,232.8,0.98,0.02
Shady Grove,Late Night,0.0K,45374,0, DERWOOD, MD,red,Late Night,1st Qtr,Red Line ,Weekend,12am-Close,2.4,9,2,11,2.4,26.4,21.6,4.8,0.818181818,0.181818182
Shady Grove,Evening,0.3K,45374,300, DERWOOD, MD,red,Evening,1st Qtr,Red Line ,Weekend,7pm-12am,2.4,231,50,281,2.4,674.4,554.4,120,0.822064057,0.177935943
Shady Grove,PM Peak,0.8K,45374,800, DERWOOD, MD,red,PM Peak Hours,1st Qtr,Red Line ,Weekend,3pm-7pm,2.4,734,51,785,2.4,1884,1761.6,122.4,0.935031847,0.064968153
Shady Grove,Midday,1.5K,45374,1500, DERWOOD, MD,red,Midday,1st Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1388,117,1505,2.4,3612,3331.2,280.8,0.922259136,0.077740864
Shady Grove,AM Peak,0.5K,45374,500, DERWOOD, MD,red,AM Peak Hours,1st Qtr,Red Line ,Weekend,Open-9:30am,2.4,467,45,512,2.4,1228.8,1120.8,108,0.912109375,0.087890625
Shady Grove,Late Night,0.0K,45539,0, DERWOOD, MD,red,Late Night,3rd Qtr,Red Line ,Weekday,12am-Close,2.4,8,0,8,2.4,19.2,19.2,0,1,0
Shady Grove,Evening,0.2K,45539,200, DERWOOD, MD,red,Evening,3rd Qtr,Red Line ,Weekday,7pm-12am,2.4,233,6,239,2.4,573.6,559.2,14.4,0.974895397,0.025104603
Shady Grove,PM Peak,0.9K,45539,900, DERWOOD, MD,red,PM Peak Hours,3rd Qtr,Red Line ,Weekday,3pm-7pm,2.4,845,15,860,2.4,2064,2028,36,0.98255814,0.01744186
Shady Grove,Midday,1.2K,45539,1200, DERWOOD, MD,red,Midday,3rd Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1192,25,1217,2.4,2920.8,2860.8,60,0.979457683,0.020542317
Shady Grove,AM Peak,4.3K,45539,4300, DERWOOD, MD,red,AM Peak Hours,3rd Qtr,Red Line ,Weekday,Open-9:30am,2.4,4290,38,4328,2.4,10387.2,10296,91.2,0.991219963,0.008780037
Shady Grove,Late Night,0.0K,45556,0, DERWOOD, MD,red,Late Night,3rd Qtr,Red Line ,Weekend,12am-Close,2.4,13,0,13,2.4,31.2,31.2,0,1,0
Shady Grove,Evening,0.4K,45556,400, DERWOOD, MD,red,Evening,3rd Qtr,Red Line ,Weekend,7pm-12am,2.4,368,15,383,2.4,919.2,883.2,36,0.960835509,0.039164491
Shady Grove,PM Peak,1.2K,45556,1200, DERWOOD, MD,red,PM Peak Hours,3rd Qtr,Red Line ,Weekend,3pm-7pm,2.4,1122,44,1166,2.4,2798.4,2692.8,105.6,0.962264151,0.037735849
Shady Grove,Midday,1.9K,45556,1900, DERWOOD, MD,red,Midday,3rd Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1849,69,1918,2.4,4603.2,4437.6,165.6,0.964025026,0.035974974
Shady Grove,AM Peak,0.7K,45556,700, DERWOOD, MD,red,AM Peak Hours,3rd Qtr,Red Line ,Weekend,Open-9:30am,2.4,683,15,698,2.4,1675.2,1639.2,36,0.978510029,0.021489971
Shaw-Howard U,Late Night,0.0K,45630,0, WASHINGTON, DC,green,Late Night,4th Qtr,Yellow Line ,Weekday,12am-Close,2.4,15,0,15,2.4,36,36,0,1,0
Shaw-Howard U,Evening,0.6K,45630,600, WASHINGTON, DC,green,Evening,4th Qtr,Yellow Line ,Weekday,7pm-12am,2.4,575,13,588,2.4,1411.2,1380,31.2,0.977891156,0.022108844
Shaw-Howard U,PM Peak,1.6K,45630,1600, WASHINGTON, DC,green,PM Peak Hours,4th Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,1490,125,1615,2.4,3876,3576,300,0.922600619,0.077399381
Shaw-Howard U,Midday,0.9K,45630,900, WASHINGTON, DC,green,Midday,4th Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,858,47,905,2.4,2172,2059.2,112.8,0.948066298,0.051933702
Shaw-Howard U,AM Peak,1.1K,45630,1100, WASHINGTON, DC,green,AM Peak Hours,4th Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,1039,37,1076,2.4,2582.4,2493.6,88.8,0.965613383,0.034386617
Shaw-Howard U,Late Night,0.0K,45647,0, WASHINGTON, DC,green,Late Night,4th Qtr,Yellow Line ,Weekend,12am-Close,2.4,30,2,32,2.4,76.8,72,4.8,0.9375,0.0625
Shaw-Howard U,Evening,0.3K,45647,300, WASHINGTON, DC,green,Evening,4th Qtr,Yellow Line ,Weekend,7pm-12am,2.4,312,16,328,2.4,787.2,748.8,38.4,0.951219512,0.048780488
Shaw-Howard U,PM Peak,0.5K,45647,500, WASHINGTON, DC,green,PM Peak Hours,4th Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,453,26,479,2.4,1149.6,1087.2,62.4,0.945720251,0.054279749
Shaw-Howard U,Midday,0.7K,45647,700, WASHINGTON, DC,green,Midday,4th Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,672,29,701,2.4,1682.4,1612.8,69.6,0.958630528,0.041369472
Shaw-Howard U,AM Peak,0.1K,45647,100, WASHINGTON, DC,green,AM Peak Hours,4th Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,118,4,122,2.4,292.8,283.2,9.6,0.967213115,0.032786885
Shaw-Howard U,Late Night,0.0K,45448,0, WASHINGTON, DC,green,Late Night,2nd Qtr,Yellow Line ,Weekday,12am-Close,2.4,12,1,13,2.4,31.2,28.8,2.4,0.923076923,0.076923077
Shaw-Howard U,Evening,0.4K,45448,400, WASHINGTON, DC,green,Evening,2nd Qtr,Yellow Line ,Weekday,7pm-12am,2.4,424,11,435,2.4,1044,1017.6,26.4,0.974712644,0.025287356
Shaw-Howard U,PM Peak,1.4K,45448,1400, WASHINGTON, DC,green,PM Peak Hours,2nd Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,1300,73,1373,2.4,3295.2,3120,175.2,0.946831755,0.053168245
Shaw-Howard U,Midday,0.8K,45448,800, WASHINGTON, DC,green,Midday,2nd Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,723,33,756,2.4,1814.4,1735.2,79.2,0.956349206,0.043650794
Shaw-Howard U,AM Peak,1.1K,45448,1100, WASHINGTON, DC,green,AM Peak Hours,2nd Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,1043,17,1060,2.4,2544,2503.2,40.8,0.983962264,0.016037736
Shaw-Howard U,Late Night,0.1K,45458,100, WASHINGTON, DC,green,Late Night,2nd Qtr,Yellow Line ,Weekend,12am-Close,2.4,78,1,79,2.4,189.6,187.2,2.4,0.987341772,0.012658228
Shaw-Howard U,Evening,0.7K,45458,700, WASHINGTON, DC,green,Evening,2nd Qtr,Yellow Line ,Weekend,7pm-12am,2.4,640,12,652,2.4,1564.8,1536,28.8,0.981595092,0.018404908
Shaw-Howard U,PM Peak,0.7K,45458,700, WASHINGTON, DC,green,PM Peak Hours,2nd Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,729,16,745,2.4,1788,1749.6,38.4,0.97852349,0.02147651
Shaw-Howard U,Midday,0.8K,45458,800, WASHINGTON, DC,green,Midday,2nd Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,817,21,838,2.4,2011.2,1960.8,50.4,0.974940334,0.025059666
Shaw-Howard U,AM Peak,0.2K,45458,200, WASHINGTON, DC,green,AM Peak Hours,2nd Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,188,5,193,2.4,463.2,451.2,12,0.974093264,0.025906736
Shaw-Howard U,Late Night,0.0K,45357,0, WASHINGTON, DC,green,Late Night,1st Qtr,Yellow Line ,Weekday,12am-Close,2.4,4,1,5,2.4,12,9.6,2.4,0.8,0.2
Shaw-Howard U,Evening,0.5K,45357,500, WASHINGTON, DC,green,Evening,1st Qtr,Yellow Line ,Weekday,7pm-12am,2.4,358,106,464,2.4,1113.6,859.2,254.4,0.77,0.23
Shaw-Howard U,PM Peak,1.1K,45357,1100, WASHINGTON, DC,green,PM Peak Hours,1st Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,829,302,1131,2.4,2714.4,1989.6,724.8,0.73,0.27
Shaw-Howard U,Midday,0.8K,45357,800, WASHINGTON, DC,green,Midday,1st Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,584,232,816,2.4,1958.4,1401.6,556.8,0.72,0.28
Shaw-Howard U,AM Peak,1.1K,45357,1100, WASHINGTON, DC,green,AM Peak Hours,1st Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,949,123,1072,2.4,2572.8,2277.6,295.2,0.89,0.11
Shaw-Howard U,Late Night,0.1K,45374,100, WASHINGTON, DC,green,Late Night,1st Qtr,Yellow Line ,Weekend,12am-Close,2.4,61,0,61,2.4,146.4,146.4,0,1,0
Shaw-Howard U,Evening,0.6K,45374,600, WASHINGTON, DC,green,Evening,1st Qtr,Yellow Line ,Weekend,7pm-12am,2.4,598,7,605,2.4,1452,1435.2,16.8,0.988429752,0.011570248
Shaw-Howard U,PM Peak,0.8K,45374,800, WASHINGTON, DC,green,PM Peak Hours,1st Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,767,22,789,2.4,1893.6,1840.8,52.8,0.972116603,0.027883397
Shaw-Howard U,Midday,0.9K,45374,900, WASHINGTON, DC,green,Midday,1st Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,881,24,905,2.4,2172,2114.4,57.6,0.973480663,0.026519337
Shaw-Howard U,AM Peak,0.1K,45374,100, WASHINGTON, DC,green,AM Peak Hours,1st Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,110,2,112,2.4,268.8,264,4.8,0.982142857,0.017857143
Shaw-Howard U,Late Night,0.0K,45539,0, WASHINGTON, DC,green,Late Night,3rd Qtr,Yellow Line ,Weekday,12am-Close,2.4,15,0,15,2.4,36,36,0,1,0
Shaw-Howard U,Evening,0.5K,45539,500, WASHINGTON, DC,green,Evening,3rd Qtr,Yellow Line ,Weekday,7pm-12am,2.4,529,11,540,2.4,1296,1269.6,26.4,0.97962963,0.02037037
Shaw-Howard U,PM Peak,1.6K,45539,1600, WASHINGTON, DC,green,PM Peak Hours,3rd Qtr,Yellow Line ,Weekday,3pm-7pm,2.4,1507,73,1580,2.4,3792,3616.8,175.2,0.953797468,0.046202532
Shaw-Howard U,Midday,0.8K,45539,800, WASHINGTON, DC,green,Midday,3rd Qtr,Yellow Line ,Weekday,9:30am-3pm,2.4,775,31,806,2.4,1934.4,1860,74.4,0.961538462,0.038461538
Shaw-Howard U,AM Peak,1.0K,45539,1000, WASHINGTON, DC,green,AM Peak Hours,3rd Qtr,Yellow Line ,Weekday,Open-9:30am,2.4,948,16,964,2.4,2313.6,2275.2,38.4,0.98340249,0.01659751
Shaw-Howard U,Late Night,0.1K,45556,100, WASHINGTON, DC,green,Late Night,3rd Qtr,Yellow Line ,Weekend,12am-Close,2.4,98,3,101,2.4,242.4,235.2,7.2,0.97029703,0.02970297
Shaw-Howard U,Evening,0.6K,45556,600, WASHINGTON, DC,green,Evening,3rd Qtr,Yellow Line ,Weekend,7pm-12am,2.4,615,20,635,2.4,1524,1476,48,0.968503937,0.031496063
Shaw-Howard U,PM Peak,1.0K,45556,1000, WASHINGTON, DC,green,PM Peak Hours,3rd Qtr,Yellow Line ,Weekend,3pm-7pm,2.4,968,59,1027,2.4,2464.8,2323.2,141.6,0.94255112,0.05744888
Shaw-Howard U,Midday,1.2K,45556,1200, WASHINGTON, DC,green,Midday,3rd Qtr,Yellow Line ,Weekend,9:30am-3pm,2.4,1164,65,1229,2.4,2949.6,2793.6,156,0.947111473,0.052888527
Shaw-Howard U,AM Peak,0.2K,45556,200, WASHINGTON, DC,green,AM Peak Hours,3rd Qtr,Yellow Line ,Weekend,Open-9:30am,2.4,199,25,224,2.4,537.6,477.6,60,0.888392857,0.111607143
Silver Spring,Late Night,0.0K,45630,0, SILVER SPRING, MD,red,Late Night,4th Qtr,Red Line ,Weekday,12am-Close,2.4,23,0,23,2.4,55.2,55.2,0,1,0
Silver Spring,Evening,0.5K,45630,500, SILVER SPRING, MD,red,Evening,4th Qtr,Red Line ,Weekday,7pm-12am,2.4,498,39,537,2.4,1288.8,1195.2,93.6,0.927374302,0.072625698
Silver Spring,PM Peak,1.7K,45630,1700, SILVER SPRING, MD,red,PM Peak Hours,4th Qtr,Red Line ,Weekday,3pm-7pm,2.4,1602,68,1670,2.4,4008,3844.8,163.2,0.959281437,0.040718563
Silver Spring,Midday,1.5K,45630,1500, SILVER SPRING, MD,red,Midday,4th Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1433,42,1475,2.4,3540,3439.2,100.8,0.971525424,0.028474576
Silver Spring,AM Peak,3.0K,45630,3000, SILVER SPRING, MD,red,AM Peak Hours,4th Qtr,Red Line ,Weekday,Open-9:30am,2.4,2917,72,2989,2.4,7173.6,7000.8,172.8,0.975911676,0.024088324
Silver Spring,Late Night,0.0K,45647,0, SILVER SPRING, MD,red,Late Night,4th Qtr,Red Line ,Weekend,12am-Close,2.4,34,1,35,2.4,84,81.6,2.4,0.971428571,0.028571429
Silver Spring,Evening,0.5K,45647,500, SILVER SPRING, MD,red,Evening,4th Qtr,Red Line ,Weekend,7pm-12am,2.4,474,29,503,2.4,1207.2,1137.6,69.6,0.942345924,0.057654076
Silver Spring,PM Peak,1.1K,45647,1100, SILVER SPRING, MD,red,PM Peak Hours,4th Qtr,Red Line ,Weekend,3pm-7pm,2.4,1019,62,1081,2.4,2594.4,2445.6,148.8,0.942645698,0.057354302
Silver Spring,Midday,1.5K,45647,1500, SILVER SPRING, MD,red,Midday,4th Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1400,64,1464,2.4,3513.6,3360,153.6,0.956284153,0.043715847
Silver Spring,AM Peak,0.4K,45647,400, SILVER SPRING, MD,red,AM Peak Hours,4th Qtr,Red Line ,Weekend,Open-9:30am,2.4,418,12,430,2.4,1032,1003.2,28.8,0.972093023,0.027906977
Silver Spring,Late Night,0.0K,45357,0, SILVER SPRING, MD,red,Late Night,1st Qtr,Red Line ,Weekday,12am-Close,2.4,16,3,19,2.4,45.6,38.4,7.2,0.84,0.16
Silver Spring,Evening,0.5K,45357,500, SILVER SPRING, MD,red,Evening,1st Qtr,Red Line ,Weekday,7pm-12am,2.4,465,47,512,2.4,1228.8,1116,112.8,0.91,0.09
Silver Spring,PM Peak,1.7K,45357,1700, SILVER SPRING, MD,red,PM Peak Hours,1st Qtr,Red Line ,Weekday,3pm-7pm,2.4,1575,89,1664,2.4,3993.6,3780,213.6,0.95,0.05
Silver Spring,Midday,1.5K,45357,1500, SILVER SPRING, MD,red,Midday,1st Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1364,96,1460,2.4,3504,3273.6,230.4,0.93,0.07
Silver Spring,AM Peak,3.0K,45357,3000, SILVER SPRING, MD,red,AM Peak Hours,1st Qtr,Red Line ,Weekday,Open-9:30am,2.4,2958,79,3037,2.4,7288.8,7099.2,189.6,0.97,0.03
Silver Spring,Late Night,0.0K,45374,0, SILVER SPRING, MD,red,Late Night,1st Qtr,Red Line ,Weekend,12am-Close,2.4,26,2,28,2.4,67.2,62.4,4.8,0.928571429,0.071428571
Silver Spring,Evening,0.8K,45374,800, SILVER SPRING, MD,red,Evening,1st Qtr,Red Line ,Weekend,7pm-12am,2.4,774,21,795,2.4,1908,1857.6,50.4,0.973584906,0.026415094
Silver Spring,PM Peak,1.2K,45374,1200, SILVER SPRING, MD,red,PM Peak Hours,1st Qtr,Red Line ,Weekend,3pm-7pm,2.4,1142,31,1173,2.4,2815.2,2740.8,74.4,0.973572038,0.026427962
Silver Spring,Midday,1.4K,45374,1400, SILVER SPRING, MD,red,Midday,1st Qtr,Red Line ,Weekend,9:30am-3pm,2.4,1386,38,1424,2.4,3417.6,3326.4,91.2,0.973314607,0.026685393
Silver Spring,AM Peak,0.5K,45374,500, SILVER SPRING, MD,red,AM Peak Hours,1st Qtr,Red Line ,Weekend,Open-9:30am,2.4,450,15,465,2.4,1116,1080,36,0.967741935,0.032258065
Silver Spring,Late Night,0.0K,45539,0, SILVER SPRING, MD,red,Late Night,3rd Qtr,Red Line ,Weekday,12am-Close,2.4,8,0,8,2.4,19.2,19.2,0,1,0
Silver Spring,Evening,0.4K,45539,400, SILVER SPRING, MD,red,Evening,3rd Qtr,Red Line ,Weekday,7pm-12am,2.4,403,19,422,2.4,1012.8,967.2,45.6,0.954976303,0.045023697
Silver Spring,PM Peak,1.4K,45539,1400, SILVER SPRING, MD,red,PM Peak Hours,3rd Qtr,Red Line ,Weekday,3pm-7pm,2.4,1399,37,1436,2.4,3446.4,3357.6,88.8,0.974233983,0.025766017
Silver Spring,Midday,1.3K,45539,1300, SILVER SPRING, MD,red,Midday,3rd Qtr,Red Line ,Weekday,9:30am-3pm,2.4,1232,28,1260,2.4,3024,2956.8,67.2,0.977777778,0.022222222
Silver Spring,AM Peak,2.5K,45539,2500, SILVER SPRING, MD,red,AM Peak Hours,3rd Qtr,Red Line ,Weekday,Open-9:30am,2.4,2485,16,2501,2.4,6002.4,5964,38.4,0.993602559,0.006397441
Silver Spring,Late Night,0.0K,45556,0, SILVER SPRING, MD,red,Late Night,3rd Qtr,Red Line ,Weekend,12am-Close,2.4,34,6,40,2.4,96,81.6,14.4,0.85,0.15
